x_ 1, x_ 2, x_ 3, x_ 4, x_ 5, x_ 6, x_ 7, x_ 8, x_ 9, x_10, x_11, x_12, x_13, x_14, x_15, x_16, x_17, x_18, x_19, x_20, x_21, x_22, x_23, x_24, x_25, x_26, x_27, x_28, x_29, x_30, x_31, x_32, x_33, x_34, x_35, x_36, x_37, x_38, x_39, x_40, x_41, x_42, x_43, x_44, x_45, x_46, x_47, x_48, x_49, x_50, x_51, x_52, x_53, x_54, x_55, x_56, x_57, x_58, x_59, x_60, x_61, x_62, x_63, x_64, x_65, x_66, x_67, x_68, x_69, x_70, x_71, x_72, x_73, x_74, x_75, x_76, x_77, x_78, x_79, x_80, x_81, x_82, x_83, x_84, x_85, x_86, x_87, x_88, x_89, x_90, x_91, x_92, x_93, x_94, x_95, C_ 1, C_ 2, C_ 3, C_ 4, C_ 5
-12.325614, 3.060902, 13.333403, -15.308748, -12.968645, 22.520581, 3.870857, 5.649188, 0.252080, -5.456250, 15.561474, -7.203342, 2.638894, NaN, -11.284168, 13.583218, -6.041300, 15.089072, NaN, -30.083573, NaN, 6.921965, -8.738295, -1.699721, -8.021325, -1.008699, NaN, -3.044115, NaN, -11.445463, -13.234199, -9.580710, -24.019256, -18.097370, -3.590017, -4.150954, -3.868558, 0.383068, NaN, -2.047324, NaN, 7.066569, 16.758792, -21.594643, -3.285787, NaN, 5.100865, -12.526978, 15.770092, 15.930492, -10.838782, -4.620154, -9.365874, 6.356621, 17.835201, 7.547153, NaN, -1.467590, -12.894722, -4.786478, -5.016518, NaN, 12.507021, -4.292060, -18.010001, -4.311193, -20.848380, 9.786571, -0.772080, NaN, 0.510850, 3.307929, -9.997483, -8.925400, -7.241133, 23.453226, -15.105272, 3.482729, -3.067408, -1.289989, 3.379641, -20.897515, -5.083531, 10.696969, -11.931756, -7.110014, -1.314364, 2.848466, NaN, NaN, 7.620506, 10.493427, -10.513955, NaN, 0.799196, H, I, H, NaN, H
-9.301157, -0.780332, NaN, -22.123261, NaN, NaN, 5.098398, 7.668907, -4.406715, NaN, 19.812496, -7.871545, 4.596800, -1.831548, -14.685947, 13.831976, -4.732041, 14.383180, -7.570378, -30.604946, -49.539543, 6.397524, -12.114187, -0.529578, NaN, NaN, -11.778695, -0.310706, NaN, NaN, -13.112238, -8.747537, -21.238526, -24.841191, -4.557233, -1.950559, -4.089461, NaN, 7.885263, -10.209848, 10.319270, 3.680915, NaN, -16.321965, -5.481596, -8.374948, NaN, -11.355736, 14.637468, 20.228674, -14.467661, -0.361871, -9.248442, 7.634933, 15.576972, 9.401111, -15.286376, -0.377657, -9.942820, -1.895905, -3.696438, -11.019775, 13.635389, -9.039356, NaN, -6.238767, -25.097221, 12.096552, NaN, 4.953235, 3.198211, 6.623067, -8.874682, -10.475842, -9.162216, 27.496507, -11.391790, 0.995424, NaN, -1.008565, NaN, -27.356622, -2.866002, 14.194038, -10.498158, NaN, 3.065265, 2.478607, -29.951310, -7.415072, 7.820513, 14.563161, NaN, NaN, -2.759789, G, H, G, NaN, I
-5.217588, 6.851191, 11.772428, -19.065024, -15.584416, 22.182127, 2.529209, NaN, 5.305843, -5.715580, NaN, -0.542701, NaN, 0.280148, -8.525330, 13.106711, -4.042932, 18.462737, -3.169724, -29.767653, -47.858632, 12.861511, -9.812209, 3.090701, -3.899400, NaN, -5.116316, NaN, -1.365229, -7.392532, -8.055078, -8.815867, -18.025991, -15.156191, 1.953566, -3.200565, -2.691034, 1.964245, 9.292278, -0.024571, 12.114461, 11.292339, 20.149070, NaN, -0.302685, -8.279875, 5.776337, -4.778449, 17.162156, NaN, -8.942824, -1.101465, -8.925178, 10.244976, 23.641732, NaN, -12.382699, NaN, -7.010222, -2.183395, -6.738506, NaN, 14.396834, -4.295229, -19.967361, -5.772149, -23.097271, 15.343384, 6.518816, 7.173425, NaN, 5.721076, -7.812777, -8.396651, -7.491055, 24.490931, -5.660266, 4.291013, -2.219170, -2.884418, 3.620424, -22.541265, -2.809206, 15.666404, -8.215775, -2.923479, NaN, 6.512218, NaN, -3.497905, 7.266349, 12.385403, -5.271426, 6.635534, 0.444989, NaN, NaN, I, K, H
-9.028480, 6.481049, 12.061642, -18.726063, NaN, 22.716564, NaN, 4.696534, 6.287534, -6.021799, 12.686176, -3.868570, 6.697053, 0.873872, -10.303772, NaN, -5.450873, NaN, NaN, -27.775056, -47.593951, NaN, -9.130342, 3.733687, -3.763428, 0.928821, -4.117394, -2.404747, 0.236415, NaN, -8.480512, -9.390401, -16.480924, -21.004415, NaN, -0.701423, -2.943647, -1.614585, NaN, -3.552519, 10.430583, 7.560596, 20.622080, -15.985806, -2.154104, -10.051119, 1.817536, -10.439406, 15.532233, 18.178389, -8.289196, -0.108535, -7.555021, 7.810769, NaN, 4.241789, -15.807513, 0.479529, -3.991090, -0.836597, -7.069123, -12.485393, 7.928581, -5.732601, -22.322581, -6.557240, -21.079158, 16.766731, 0.907320, 2.003038, -1.914461, 11.049803, -14.731958, -7.781954, -3.434420, 22.931530, NaN, NaN, -2.606678, -0.245844, 3.385391, -15.066371, 1.453702, 13.949422, -4.691547, -5.287492, 0.630945, -2.938033, NaN, -4.119026, 8.257044, 10.387868, -6.964045, 5.231638, -0.724702, H, NaN, K, J, NaN
-8.954009, 7.850448, 10.569526, -16.067851, -13.368601, 21.388456, 0.935867, 5.857949, NaN, NaN, 17.399420, -2.674028, 7.275843, -2.862076, -9.487124, NaN, -7.737741, 15.847902, -6.694327, -26.789829, -49.089827, 12.219164, -7.412772, 3.501581, -4.617234, 0.697905, -8.672811, 1.008073, -8.080618, -8.923608, -8.554989, -3.974667, -21.482261, NaN, -0.984377, -6.379237, NaN, 4.190681, 9.150292, -0.120014, 16.442692, 10.536846, 25.916377, -17.037916, 1.071186, -6.769816, 3.131812, -8.808743, 18.264636, 20.372182, -13.261604, -0.948109, -9.831752, NaN, NaN, 5.611515, -14.748516, -1.196516, -4.597152, -4.695314, -8.454014, NaN, 13.246965, NaN, -20.114302, -5.908873, -24.561706, 16.054847, NaN, 8.390122, NaN, 6.991225, -9.464829, -9.250894, -8.749483, 26.083941, NaN, 3.539757, -0.032593, NaN, NaN, -22.937271, -1.742081, 16.212286, -6.516729, -4.678585, 2.361530, 5.665057, -30.003007, -6.333677, 6.293469, NaN, -8.891685, NaN, -0.026333, I, H, J, NaN, H
-5.675344, 9.325774, NaN, -15.852147, -13.070845, 24.696427, 7.944122, NaN, 6.352595, -3.709056, 18.561761, -5.678636, 7.254521, 1.804770, -7.404222, 13.888648, 0.717251, 16.816423, -4.266687, -27.595923, -39.372607, 10.919031, -9.590207, -0.463184, NaN, 3.797101, -3.349834, -0.423223, 1.054027, NaN, -9.954962, -4.796911, -20.245303, NaN, 3.796473, NaN, -0.594692, 1.715828, NaN, NaN, 14.861913, 5.453766, 23.066271, NaN, 0.155203, -4.526213, NaN, -10.280994, 18.249670, 23.856436, -10.414375, NaN, -6.945246, 6.658804, 21.353224, 7.433415, NaN, 0.689955, -10.818292, -1.619957, -2.473210, -10.230344, 15.763069, -5.637966, NaN, -2.696987, -19.554607, 16.704821, NaN, NaN, 1.836922, NaN, -11.356115, NaN, -2.877124, 30.325402, -8.697386, 4.009107, -3.488072, 3.779943, NaN, -20.191834, 1.345824, 19.450911, -7.305145, -1.780124, 5.740781, 8.435727, -30.317025, -3.185038, 11.938122, 10.509453, -4.051018, 2.871012, NaN, J, I, NaN, G, K
-10.766371, 7.484788, 9.328537, -17.970546, -16.971276, 19.547568, 1.651375, 2.700052, 3.499669, -5.280234, 14.489766, -3.722414, 4.245751, NaN, -10.953927, 11.464865, -2.034584, 15.012572, -2.178460, NaN, -48.510494, 9.680272, NaN, NaN, -6.358204, 0.770473, -10.594413, -1.100653, -6.145684, NaN, -12.593574, -7.024449, -21.216615, -17.967032, -1.388277, -3.435036, NaN, 2.351015, 7.722484, -1.465393, 11.188040, 8.267661, 16.822615, -19.441387, -2.010024, -9.856595, 4.048092, -12.054313, 19.353323, 14.756612, -11.841153, NaN, -12.490144, 8.223175, 16.538819, 8.466556, NaN, -2.672039, NaN, -5.219168, -5.359245, -15.945899, 12.980879, -8.981753, -19.289719, -7.824018, NaN, 11.936249, 4.117781, 4.142805, NaN, 0.886186, NaN, -7.243923, -5.936505, 24.972302, -12.281324, 2.270607, -1.911935, NaN, 5.544686, -25.392223, -5.708756, NaN, NaN, -6.279623, NaN, 6.445629, -33.311386, -6.886818, 8.636861, 9.903081, -9.927721, NaN, 0.426557, NaN, H, J, G, K
NaN, 10.396505, 14.553039, -14.401197, -14.703383, NaN, 3.565796, 8.991808, 4.352762, -1.212472, 18.786934, -5.387942, 5.855895, -1.345359, -9.777331, 13.047309, -3.407895, 19.377497, NaN, -28.583814, -42.179259, 12.615740, NaN, -2.766001, -0.849148, 3.468747, -7.261722, 1.757671, -0.395086, NaN, -10.377126, -3.307008, -16.719776, -18.510038, -0.036538, -0.626707, -5.353202, 3.231173, 8.136840, -4.566982, 13.171246, 7.649712, 22.221619, -15.426272, -0.133209, -8.230007, NaN, NaN, 15.557846, NaN, -9.500703, 0.060827, NaN, 4.626857, 20.288865, NaN, -11.219367, 1.430551, -2.875849, 1.766897, -5.245141, -17.147521, 15.597012, -4.696749, -19.456817, NaN, -22.673415, 19.920974, 6.339347, 4.852476, -1.292484, 8.466317, -14.198309, -4.599969, NaN, 22.542525, NaN, 3.845040, 2.271713, -0.308798, 2.539291, -17.890081, 2.476809, 14.575367, -8.004599, -2.893943, 2.445258, 5.118099, -25.822450, 0.920868, 10.089557, 15.776871, -6.369310, 7.519134, -2.698134, NaN, I, G, G, NaN
-9.466561, -0.006051, 10.323240, -17.987392, -18.335513, NaN, -1.182263, NaN, NaN, -8.750552, 12.725126, -5.061058, 6.394021, -4.384523, -11.459245, 12.699859, -5.438811, 15.865512, -9.100442, -31.713796, -47.418356, 6.181973, -10.514930, NaN, -6.212752, -1.700156, -6.585261, -4.245067, -5.568842, -12.834129, -14.724508, NaN, -18.027120, -24.813333, NaN, -6.909326, -7.317190, -2.620431, NaN, -5.563707, NaN, NaN, 19.567815, -20.098074, NaN, -7.381553, 1.115404, -12.641576, 11.399165, NaN, NaN, -1.962188, -10.944339, 6.329730, NaN, 4.618033, -20.369424, 0.071028, NaN, -7.409782, -7.708897, -13.452412, 11.551901, -6.641331, -21.384949, -7.603459, -22.574564, 12.583674, 3.256454, 3.582605, 2.517942, 7.486672, -13.170295, -7.980856, -8.478663, 24.844122, NaN, 4.850893, NaN, NaN, 0.397723, -20.253949, -0.107774, 12.645308, NaN, NaN, 1.888857, 0.032314, -31.735856, -6.246600, 7.452006, 11.906426, -7.716847, -1.007261, -2.175392, H, NaN, K, H, G
NaN, 8.166189, 14.653699, NaN, -11.983986, 23.527715, 5.575249, 9.733783, 6.024787, NaN, 20.187960, -2.586496, 8.934248, NaN, NaN, 15.490997, 0.056759, 20.449995, -4.570140, -26.464607, -49.986535, 7.690332, -5.320468, 7.239489, -3.303241, 0.410758, -5.944413, -1.191013, -0.738604, -3.450175, -12.931098, -3.486581, -19.957519, -13.938822, 2.524193, 0.966945, 1.135510, 5.065644, 10.804455, 6.237272, 12.754235, 9.589685, 23.243717, -18.605912, 4.934704, -6.613395, 4.731495, -9.776951, 25.644255, NaN, NaN, 3.541326, -10.740001, 10.749545, 22.182400, 9.821055, -12.535710, 3.676333, -7.258329, -2.602585, -1.793215, -10.882927, NaN, -6.107201, NaN, -7.005550, NaN, 16.185627, 8.746745, 9.020089, 4.093113, 7.537625, -5.762033, -3.486920, -3.077157, 29.579466, -5.302329, 5.620305, 2.462132, 4.460538, 9.352491, -22.565915, 0.801766, 13.042201, -6.071405, 0.298098, 4.788151, 7.431658, -28.812119, -5.186465, NaN, 12.703323, -5.981949, 1.049965, 6.398486, K, I, H, J, G
-8.081117, 4.341675, 10.963180, NaN, -15.329272, 22.433320, -1.924849, NaN, 0.456169, -3.635734, 13.302410, -2.671760, 3.163940, -1.663506, NaN, 17.302331, -6.711126, 14.955258, -3.983874, -30.595279, NaN, 10.467105, NaN, 1.978580, -11.649151, -3.642107, NaN, -0.197416, -10.236820, -15.620606, -12.801265, -9.985207, NaN, NaN, -0.866244, -10.571577, -1.328450, 0.363464, 6.944423, 0.694645, 10.060729, 8.332295, 18.445913, NaN, -2.889755, -4.357476, 5.880799, -16.203246, 14.592894, 15.660057, NaN, -1.428346, -11.234378, 5.186488, 16.984659, 5.551869, -14.331293, NaN, -10.471879, -6.110359, NaN, -11.035020, 6.683745, -8.610379, -19.792521, -8.488893, -24.019445, 9.594838, -0.318578, 5.026400, -0.044333, 7.344636, NaN, -6.559207, -7.476930, 26.778264, -17.216195, NaN, -3.887308, -2.838909, 4.133235, -20.338286, -2.862074, NaN, -6.469644, -0.401168, 1.469348, 0.379625, -33.507243, -8.447657, 5.566013, 8.483096, -8.408750, 0.247564, 3.322675, J, H, K, J, H
-7.652412, 5.524900, 16.309651, -17.952947, -17.585534, 27.366597, 2.414024, 4.493498, 3.605335, -3.168057, 17.817281, -0.136467, 1.121679, 3.133381, -6.591155, 17.242967, -2.636883, 19.446378, 2.903437, -25.882240, -39.785516, 13.073104, -8.934825, 4.950701, -5.777629, NaN, NaN, 0.416172, -4.150490, -9.604697, -7.917685, -5.264623, -23.546059, -14.703662, 1.494625, -0.531379, 1.564029, 2.600950, NaN, -0.998846, 14.006777, 9.265240, 18.790411, -21.968784, -1.532602, -8.768333, 10.400505, NaN, 15.207141, NaN, -9.886856, 0.059015, -6.789981, 9.186757, 19.442643, 14.792601, -16.659900, -3.913523, -6.566894, 0.097526, NaN, NaN, 12.702095, -6.551496, -19.228664, -4.122379, -20.904772, NaN, 2.862897, 8.328680, 7.902235, 7.813444, -7.842595, -4.332587, -7.766393, 28.151138, -13.150955, NaN, 1.426314, 0.518817, 5.601321, -20.086474, 1.278046, 16.459632, -9.233111, -2.022627, 2.040643, NaN, NaN, -6.838047, 6.457068, 15.402814, -4.422496, 1.318111, 0.062902, NaN, I, H, NaN, K
-11.184819, 3.840093, 12.227488, -18.738897, -17.288834, 20.002765, 2.067534, NaN, -0.024291, NaN, 15.709937, NaN, 5.651532, -1.126751, -7.345023, 13.805278, -1.908401, 16.963538, -5.350994, NaN, -43.140859, 7.771422, -12.611706, -1.753450, -6.086374, -0.397182, -9.323541, -3.957241, -4.360608, -13.666951, -10.702471, NaN, -21.356570, NaN, NaN, -2.885359, -8.582376, -4.692807, 6.693577, -3.793921, 10.674054, 6.682873, 17.602433, -21.740659, -2.651668, NaN, 2.593189, -13.751466, 14.269352, NaN, -11.063266, NaN, -13.712720, 4.093317, 16.840235, NaN, -17.890851, -3.709274, -10.853534, -2.853736, -6.175077, -16.806264, 9.756438, -4.951217, -21.241740, -7.486347, -23.413021, 14.459865, 1.950023, NaN, 2.443525, 5.428346, -11.918435, -10.492886, -9.979642, NaN, -11.540654, 4.646116, -3.967314, -4.039482, 3.819986, -20.308330, -0.869695, 11.706104, -11.951412, -3.190185, -2.479189, 0.751536, -31.564038, NaN, 2.703878, 11.026008, -6.270184, 2.168612, -3.461946, I, I, K, K, NaN
-12.782427, NaN, 8.469960, -17.300228, -20.133519, 22.140068, -0.625460, 1.013837, 1.435885, -8.477460, 14.295222, -2.743231, NaN, NaN, -9.989680, 14.950458, -6.708591, 15.167899, -3.014909, -31.795692, -50.507139, 10.977336, -12.838587, -2.379964, NaN, NaN, NaN, NaN, -5.145933, -11.105978, -13.881412, -13.520965, -23.309099, -26.126677, -3.484607, -5.521598, -8.936006, 1.423999, 3.540305, -0.753376, NaN, NaN, 13.914216, -20.483505, -4.091785, -11.299718, 3.928953, NaN, NaN, 13.065455, -9.570829, -0.293539, -11.508659, 4.770786, NaN, 6.797005, -16.038956, NaN, -8.882514, -6.255172, NaN, NaN, 12.604445, -11.874540, -20.575341, -6.105687, -22.498574, 9.880263, -0.434531, 5.156135, 0.842185, NaN, NaN, -6.575797, -8.376704, 22.826701, -13.144431, 1.294166, -4.524214, -4.977865, 1.165844, -22.582615, -2.474702, 14.194651, -10.698297, -7.369184, 0.657526, 4.397404, -36.628733, -6.061391, 4.706647, NaN, -11.312503, 0.993648, 0.341924, H, NaN, J, H, G
-12.524699, 2.339065, NaN, -18.390093, -14.786212, NaN, 0.639261, 1.514857, 1.128262, -5.110739, 14.069826, -6.801022, 4.091379, -3.611559, -10.696228, NaN, -7.869999, 13.395452, -7.111749, NaN, -51.012647, 5.500100, -9.029804, -1.469259, -7.017502, 0.122522, -11.488556, -1.695352, -2.509635, -12.107984, -13.686378, -12.617596, -21.441778, -23.165076, 0.320928, -6.790572, -5.648960, -2.632303, 7.877821, -0.879395, 5.893542, 7.674155, NaN, -20.798940, 1.532100, NaN, -0.442311, -9.314307, 14.019874, 18.821181, NaN, -1.943252, -6.920037, NaN, 19.480872, 4.472585, NaN, NaN, -9.782131, -4.736506, -9.527596, -11.241947, 6.609671, -9.588545, -20.765156, NaN, -27.147841, 12.970561, -1.375198, 3.932339, -4.373756, 5.124263, -14.523673, -12.457981, -7.146125, 22.630761, -11.938029, 3.532346, -3.909406, NaN, -2.242921, -25.290534, -3.051899, NaN, -7.747722, -8.473893, -0.152085, 1.252220, -33.149571, -7.475494, 3.070513, 9.686747, -13.967635, 0.116872, NaN, G, H, J, NaN, J
-10.562029, 5.814232, NaN, -15.414594, -16.860089, 26.746017, 3.119398, 7.575247, 5.967130, NaN, NaN, -3.002791, 4.323468, 2.047083, -7.350043, NaN, -5.554935, 17.510449, -2.295661, -28.664734, -46.104672, 13.936890, -8.540154, NaN, NaN, NaN, -6.400922, 1.042696, -1.851877, NaN, -10.910778, -8.814002, -17.928545, -16.230509, 2.079220, NaN, 1.290258, 2.109431, 8.030228, -0.047066, NaN, 9.743484, NaN, -18.450776, 0.104360, -8.774341, 7.254989, -7.796897, 15.802478, 17.500524, -7.800789, -0.421459, NaN, 10.639125, 24.749481, 6.966001, -13.417525, -4.397726, NaN, -3.570466, -6.563980, -14.055984, 12.292006, NaN, -19.854003, -7.871281, -24.000672, 17.007336, 5.313200, 5.306283, 7.251427, 6.789635, -10.585288, NaN, -6.741977, 24.406754, -4.665345, 4.770558, 2.066304, -1.970162, 5.325910, -20.158041, NaN, 16.204164, -4.268046, -4.087516, 4.204818, 5.813184, -30.222836, -3.051213, 4.710779, 14.784054, -3.929249, 1.776615, -0.314404, G, NaN, K, H, G
-13.179516, 1.640787, 11.090098, -19.978859, -17.029883, 21.894579, 2.291550, 7.041999, -5.894930, -8.252047, 20.182480, -8.720180, 7.027418, -2.395469, -7.898044, NaN, NaN, 13.354458, -3.597685, -27.904784, -48.424488, 6.313691, NaN, 0.054736, NaN, NaN, -12.206995, -1.495540, -5.401307, NaN, -15.708968, -2.185038, -21.984990, -19.329333, -5.561022, -5.852849, -0.640174, -1.880133, 6.352220, NaN, 3.871785, 6.775112, 16.920916, -25.638400, 1.850919, -9.762921, NaN, -9.555090, 17.584483, 17.384588, -14.522903, 2.233665, -12.666531, 7.726963, 19.362818, 7.011181, -16.846158, -6.113149, -11.782602, -1.507575, -2.151065, -15.456247, 9.564803, -1.855915, -21.739928, -8.591977, -25.479862, 14.654873, 3.213265, 4.721277, 4.296686, 2.212441, -10.300982, -9.021419, -7.407369, 26.974553, -11.323432, 1.131863, -0.973765, NaN, 2.707433, -30.097723, -5.832424, 10.501654, -6.153941, -2.401365, 1.705493, NaN, -34.077751, NaN, 6.065881, 15.310547, -5.775039, -5.831553, NaN, K, H, K, J, K
-5.746306, 8.293554, 17.168101, -15.672255, -13.905981, 29.077525, 4.877403, 7.100717, 3.825607, -3.278311, 23.332288, -0.947415, 7.451338, 7.304204, -1.780433, 21.489334, -0.519157, 20.614340, 2.933524, -22.914210, -43.033361, 17.263426, -9.161470, 2.727207, -3.928574, NaN, -6.518053, 2.726138, -2.373224, NaN, -7.155046, -3.060972, NaN, NaN, 3.644422, 1.584286, 2.670518, 3.514610, 10.528275, 0.784718, 14.433938, 12.442585, 23.870944, -16.785374, NaN, -5.639841, 8.854547, -7.376555, 17.172953, 20.246652, -8.567361, 5.533776, -6.695758, 6.913246, NaN, 16.226662, -11.032458, NaN, NaN, NaN, -0.105617, -6.925739, 12.220172, -3.160977, -18.576730, -1.536922, -19.160916, 18.964752, 5.677783, 9.574516, 5.840356, 12.262856, -5.562677, 0.460556, -7.129844, 34.209582, -8.459699, 8.200668, NaN, -1.679441, 7.893750, NaN, NaN, 19.882260, -4.253942, 2.049209, 4.318270, 6.332423, -30.173808, -2.201846, NaN, NaN, -4.636540, 2.266970, 2.469479, K, I, K, H, H
-7.070012, 4.881266, 12.418633, -17.084077, -8.898041, 25.543589, 4.990668, 5.873169, 3.448757, -2.531397, NaN, -2.830539, NaN, NaN, -6.612360, 10.200562, -6.444574, 15.677187, -0.307653, -25.570160, NaN, 13.637082, -8.491364, 2.168922, NaN, 0.168166, NaN, 1.546960, NaN, -4.210157, -10.632265, -5.733527, -16.099279, -19.007051, 2.258685, -2.689019, 0.158522, 2.563036, 7.947854, -7.561367, NaN, 7.360953, 22.302181, -19.144662, -2.599367, -4.383631, NaN, -10.671151, NaN, 15.564749, -13.869157, 2.720205, -8.834161, 13.309286, 17.669639, 7.705256, NaN, 1.757941, -7.489691, -3.418068, -3.075187, NaN, NaN, -5.504230, -19.431795, -3.299272, NaN, 17.310426, 0.954445, NaN, 5.088205, -1.696750, NaN, -5.417105, -8.283419, 27.894500, -7.017016, 8.660073, 2.635366, NaN, 7.169631, -19.428768, NaN, 17.337539, -7.737320, -7.375539, 1.979932, 4.098191, -35.238624, -5.024078, NaN, 15.678666, -8.159579, NaN, 0.932875, H, I, I, K, G
-7.168872, 7.265760, 9.445465, -17.848391, -9.099793, 22.943322, 7.769583, NaN, 4.369917, NaN, 11.849789, -3.450218, 1.120721, NaN, -13.053241, 13.582436, -3.172265, 15.746578, -2.188378, -32.301714, -44.342488, 9.401326, -9.622396, 3.276416, -8.167667, NaN, -5.784636, NaN, -1.714056, -11.262400, -9.906517, -6.118626, -20.740480, -17.102302, -0.681105, -3.113298, -7.474804, 1.349564, 13.808112, -0.008145, NaN, 6.122259, 19.768864, -16.987218, -2.793988, -8.876698, NaN, NaN, 22.946065, NaN, -9.845671, 5.262331, -11.466257, 9.198922, 15.049335, 7.130830, -17.679280, -2.221398, -5.842709, -4.907792, -8.618340, NaN, NaN, -9.785446, -14.507923, -4.011573, -19.301007, NaN, 3.312694, 11.581898, 3.016047, 4.100581, -12.771366, -10.181659, -4.399252, 23.609274, -7.586948, 1.815529, -5.263110, 0.209837, 7.054908, -19.310114, -3.103836, 18.312502, NaN, NaN, 0.718867, 3.032287, -32.443249, -8.441224, 4.590478, NaN, -10.387800, 0.025315, 5.801904, G, H, J, K, G
-6.321137, NaN, 12.693020, -20.870258, -17.000584, 18.938528, 3.865447, 5.325578, 5.288730, -3.653718, 15.797949, -3.992744, NaN, -5.357831, -8.570131, 15.641312, -3.108071, 22.222486, -8.470693, -36.532871, -47.094171, NaN, NaN, -0.424601, -5.140629, -2.585040, -7.588302, -0.938658, -1.948691, -8.486026, NaN, -10.110462, NaN, -18.191528, NaN, -5.309914, -3.317653, 0.508854, 6.920561, -1.473807, 10.013369, 6.717791, 19.687693, -20.142383, -2.257136, -8.885697, 8.104977, -12.666057, 12.945854, 12.425711, -9.644224, 0.786967, -11.362851, 8.560328, 22.901895, 6.546932, -17.866393, -4.842454, -8.752371, -0.944083, -9.286490, -9.702376, 14.676595, -8.164799, -25.051846, -9.958792, -23.063824, 11.918186, 1.576288, 4.477184, 3.318890, 5.085447, NaN, -7.611215, -9.622408, 25.198967, -8.725110, 3.698979, -1.904154, -4.200277, 4.282149, -21.595223, 0.359262, 14.528487, NaN, -3.136964, 0.164804, 2.243138, -33.276184, -10.230437, 5.980073, 12.867177, -3.090570, -0.197840, -0.369436, H, I, G, NaN, I
-7.272242, NaN, 15.483329, NaN, -10.188854, 23.587340, 3.925150, 5.786610, 5.985861, -1.405249, NaN, -2.779000, 4.119305, -1.146793, -9.438592, NaN, -0.401657, 19.251858, -1.011935, -29.518396, -42.298959, NaN, -1.249502, 8.207726, -4.028412, 6.867672, NaN, 0.420626, NaN, -10.220393, -11.564943, NaN, -17.262707, -10.789627, NaN, -4.570501, NaN, 3.691261, 14.837746, 9.266433, 12.563546, 9.009123, 26.667597, -16.022109, -0.470864, -5.721040, 11.644881, -5.863168, 19.371525, 21.383594, -9.347842, 4.478393, -7.145385, 10.575997, 21.770974, 9.032079, -11.609012, 1.300488, -7.400258, -5.505619, -10.110636, -11.047820, 17.778118, NaN, -15.505750, -5.291352, -18.286027, NaN, NaN, 11.212738, 6.364496, 11.030940, -11.371416, -3.251718, NaN, NaN, -5.937063, 6.100775, -0.684438, 1.765178, 9.418869, -18.949312, 2.239568, 18.954023, -7.514987, 1.471891, 8.182245, NaN, -29.249234, -3.966410, 10.116603, 10.817162, -5.677118, 0.913300, 7.744232, H, I, NaN, NaN, NaN
NaN, 4.879258, NaN, -16.670019, NaN, NaN, -1.752179, 3.271671, -0.704242, NaN, 15.619393, -3.748047, 6.371469, -0.040174, -12.516181, 13.012293, -4.402442, NaN, -7.064522, -29.152065, NaN, 8.311899, -9.058810, 1.084378, -6.481891, -0.370108, -10.190868, -3.283810, -7.698701, -9.643940, -14.206094, -8.874409, NaN, -21.415280, NaN, -8.249468, -4.676801, -0.286961, 6.903162, 0.092669, 10.374093, 6.378028, 22.940927, -18.430828, -2.816222, NaN, 2.290980, -12.475243, 16.944915, 19.043843, -12.182566, -0.866885, NaN, 7.655380, 16.370303, 5.236549, -14.241761, -3.131138, -10.480422, -7.762809, -6.915123, NaN, 11.229619, -7.957915, -21.262164, -6.398503, NaN, NaN, 2.475683, NaN, 3.163248, NaN, NaN, -7.579351, -8.042041, 26.470953, -12.140491, 5.095610, -2.495834, -1.336904, 3.395031, -23.304929, -0.632947, 14.144234, -11.972820, -3.672930, NaN, 5.533805, -33.176773, NaN, 6.474782, NaN, -10.616214, -1.700952, NaN, G, H, NaN, H, NaN
-4.420679, 5.038719, 15.253705, -16.000096, -15.567170, NaN, 4.675090, 10.113771, 4.465021, -1.587152, 20.039062, -4.146612, 5.351633, NaN, -5.662492, 16.574730, 0.902932, 20.466729, -8.352825, NaN, -43.456966, NaN, -10.572992, NaN, -2.078869, -0.400332, -7.040834, -3.034692, -1.662115, -5.162401, -8.852676, -7.078357, -18.397152, -21.180875, 1.110187, 0.841353, -1.480113, 3.331300, 7.751217, -0.676309, 13.707483, 5.812473, 21.547218, -18.571586, NaN, -6.174755, 1.158574, -12.335221, NaN, 19.822687, -7.167914, NaN, -6.313494, 3.489374, 21.589291, 10.881831, -15.082342, 1.881939, -8.644965, -1.494529, -0.773263, -9.757390, 15.763519, NaN, -18.089227, -7.457011, -22.578637, NaN, 7.711781, NaN, NaN, 8.926417, -10.594123, NaN, -9.144900, 33.043640, NaN, 10.684278, 1.471935, -1.468033, 5.211712, -17.791224, 6.208857, 13.384225, -7.293427, 1.085023, NaN, NaN, NaN, NaN, 5.008549, 12.844664, -7.315872, 2.343151, -0.346176, J, I, J, K, K
