y, x_ 1, x_ 2, x_ 3, x_ 4, x_ 5, x_ 6, x_ 7, x_ 8, x_ 9, x_10, x_11, x_12, x_13, x_14, x_15, x_16, x_17, x_18, x_19, x_20, x_21, x_22, x_23, x_24, x_25, x_26, x_27, x_28, x_29, x_30, x_31, x_32, x_33, x_34, x_35, x_36, x_37, x_38, x_39, x_40, x_41, x_42, x_43, x_44, x_45, x_46, x_47, x_48, x_49, x_50, x_51, x_52, x_53, x_54, x_55, x_56, x_57, x_58, x_59, x_60, x_61, x_62, x_63, x_64, x_65, x_66, x_67, x_68, x_69, x_70, x_71, x_72, x_73, x_74, x_75, x_76, x_77, x_78, x_79, x_80, x_81, x_82, x_83, x_84, x_85, x_86, x_87, x_88, x_89, x_90, x_91, x_92, x_93, x_94, x_95, C_ 1, C_ 2, C_ 3, C_ 4, C_ 5
46.951619, -7.478398, 5.070291, 13.309444, -12.316853, -16.822592, 25.904837, 1.301069, 7.304782, NaN, NaN, 18.325269, -3.126462, 3.176059, -0.558100, NaN, 15.219218, -4.569289, 17.211504, -3.209545, -28.537585, -45.880659, NaN, -11.567692, 4.966533, -2.697856, 0.637184, -7.551015, 1.347954, -4.783234, -9.531729, -11.185509, -9.510577, -21.354494, -17.175963, 1.693301, -4.418366, -2.809402, 4.258437, 8.019216, 1.481431, 9.900802, 9.814332, 18.107412, -20.764671, -1.983150, -8.766705, 5.820674, -11.437125, 14.555850, NaN, -8.738486, -1.280882, -9.712892, 7.843826, NaN, 9.090107, -13.505451, -1.539852, -7.317343, -5.679208, NaN, -12.823725, 14.762964, -5.258853, -19.295914, -5.695361, -22.333927, NaN, 4.668660, 6.565635, 5.171973, 8.020187, NaN, -6.009755, NaN, 27.358991, -10.792387, NaN, 0.641948, -3.829022, 3.675591, -21.087283, -1.562721, 15.844504, -6.885192, -0.248613, 3.942207, 4.395616, -33.357043, -6.206100, 4.380139, 12.279883, NaN, 2.154916, 1.712189, K, I, NaN, H, H
101.831330, -14.678799, 3.028857, 3.613403, -16.159898, -16.224015, 22.756759, -3.926785, -1.356242, NaN, NaN, 13.349687, -5.285945, 1.101731, -0.861431, NaN, 10.363000, -9.122011, 11.559429, -4.700971, -30.431381, NaN, 11.095483, -15.183729, -3.148111, -7.658283, -5.505750, -16.226065, NaN, NaN, -12.198223, -13.801500, -9.100643, -25.166850, -24.219655, -2.755957, NaN, -5.006544, 1.358066, 4.669446, -8.227718, 8.325643, 3.722653, 19.394615, -23.490935, NaN, -11.479187, 3.164638, -18.214094, 14.885864, 14.435343, -17.756956, -7.173793, -14.970763, 7.807845, 14.595030, 6.501305, -18.363172, -8.486246, NaN, -8.734326, -7.096939, -16.661058, 7.803656, NaN, -20.281659, -8.308163, NaN, NaN, -1.885898, 3.290846, 2.834635, 0.085760, -11.748365, -9.019221, -10.603390, 23.441292, -19.371766, 1.401692, NaN, -4.835413, -1.801729, -23.531888, -5.261838, 8.863767, -10.817580, -11.206825, -2.629045, -0.489808, -37.163326, -6.798654, NaN, NaN, -11.673514, -3.895386, -2.923587, I, H, I, G, G
27.203273, -11.351645, 5.212081, 11.710441, -14.723647, -14.407427, 23.077503, 2.488177, 4.410672, 1.895901, -3.911909, 15.384651, -4.730506, 1.925695, -1.823441, -9.027792, 15.898014, NaN, NaN, -2.508443, -29.423549, -42.507615, 9.882005, -11.897474, 3.350729, -4.618214, 2.081912, -5.111735, 1.474944, -4.692594, NaN, NaN, -8.053318, -19.344179, -18.017813, NaN, -2.696635, -1.312223, 3.795277, 10.789470, -0.026006, NaN, 12.006960, 15.055738, -17.294703, -4.863366, -8.917805, 4.961429, -12.097126, NaN, 16.361151, -9.850462, NaN, -9.059794, 5.247898, 21.821091, NaN, -13.446671, -1.128844, -7.299654, -7.039656, -2.831418, -12.111648, NaN, -4.896208, -17.765737, -4.557768, -19.601732, 12.505659, -0.366865, NaN, 1.561742, NaN, -13.434437, -6.847265, -6.120263, 26.524736, -11.420550, 4.085404, -2.164623, 0.874617, 7.488459, -19.103538, -5.366093, 14.203500, -6.717228, -2.873793, 3.284770, 0.511970, NaN, -6.344916, 7.051972, 9.562287, -11.413294, 3.310044, NaN, NaN, H, J, I, K
73.362269, -10.756020, -1.074901, NaN, -20.840068, -20.714332, 16.342276, -4.222549, 2.234622, -8.062094, -6.379346, 11.472477, -5.810738, NaN, -3.268145, -13.809570, 10.108431, -8.475139, 15.384679, -8.371678, NaN, -50.603086, 9.748060, -15.880019, -2.167304, -7.062985, -4.907692, -14.424562, -2.364008, -12.971705, -10.615480, -10.485591, -8.575067, -21.217161, -22.730188, -3.785116, -9.059261, -3.564365, -0.370426, 4.109077, NaN, 8.818075, 4.309187, NaN, -21.323540, NaN, -9.981235, 1.337133, -11.755077, NaN, 18.269243, -17.699252, NaN, -11.139626, 6.288397, 13.822501, 0.347708, -20.552895, -4.451400, -6.913732, NaN, -5.895107, -17.254460, NaN, NaN, NaN, -9.639976, -27.589452, 8.592296, 4.240612, -2.490752, 0.015616, 3.919530, -12.914005, -10.089316, -11.518298, 24.067285, -15.588390, 3.929713, 0.994663, -2.406137, NaN, -26.732568, -4.616316, 9.842276, -10.640712, NaN, 0.430160, -1.717864, -35.667533, -11.406649, 7.038065, 11.000213, -11.957942, -3.657365, -9.341763, G, H, K, J, K
-95.465619, -5.857973, 6.763082, 14.416903, -17.092199, -15.268764, 21.661634, NaN, 3.059502, 7.810950, -4.771736, 14.044127, NaN, 5.958008, -0.748441, NaN, 13.133911, -6.263482, NaN, -2.844752, -29.181151, -49.110942, NaN, -6.844595, 1.856037, -5.871998, 1.834391, -8.046631, -0.153794, -3.018791, -11.361827, -10.902416, -12.224063, -17.479360, -21.479652, 1.162637, -1.682081, -3.859628, 6.007205, NaN, -5.526596, 13.456391, 10.714830, NaN, -15.314920, -1.563725, -9.793906, 3.994768, -8.940159, 15.904211, 20.093223, -9.460933, -0.685944, -7.129604, 9.586372, 19.158665, 7.664658, -13.693509, 3.176520, -8.362112, -0.552771, -10.059205, NaN, 12.267668, -7.958194, -18.342270, -4.941718, -19.296237, 16.772069, 3.093363, 7.287865, 1.502476, 8.255002, NaN, -5.040101, NaN, 25.145103, NaN, 4.190727, -3.034766, -0.747794, 0.049338, -20.364465, NaN, 18.419344, -8.221462, -1.721993, 4.163101, 2.463768, -28.321790, -2.357942, 11.617433, 9.250940, -10.038358, NaN, 1.240913, I, I, NaN, K, I
-8.856058, -8.000667, 8.697496, 14.986161, -14.263859, -13.909100, 24.687446, NaN, 5.911868, 3.495254, -1.295686, 19.118265, NaN, 4.537219, 2.502869, -7.843047, 14.539617, -1.562021, 18.068719, 1.301767, -26.890683, -42.921148, 8.454372, NaN, 3.871875, -5.584227, 2.752626, -3.156874, 2.140431, -2.276669, -9.954805, -11.437461, NaN, -23.049189, -16.017209, 4.451685, NaN, -2.327793, 1.529635, 9.737484, 6.063954, NaN, 12.402317, 22.444589, -20.310228, 3.578876, NaN, 11.417562, -8.138795, 20.464724, 18.194374, -11.780027, 6.989060, NaN, 7.148456, NaN, 9.381696, -12.474351, -4.218847, -8.801205, -0.837233, -4.077414, -11.176933, 12.195479, -2.047699, -19.921806, -5.163564, -23.974220, 15.693633, -0.422464, 5.087947, NaN, 9.146941, -10.100917, -3.278904, -5.272186, 27.915331, -10.452582, 5.286815, 1.858797, 1.184981, 7.132537, -22.377751, 2.438411, 15.255559, -6.432278, -2.773828, 5.646616, 6.462534, -32.651569, -6.750647, 7.513707, 14.292694, -8.088268, -0.604801, 0.766090, K, NaN, J, K, NaN
-31.313974, -8.895385, 3.263605, 14.492382, -18.523077, -14.754978, 17.151582, NaN, 4.330542, 0.228766, -7.180710, 15.603353, -6.720881, 6.548480, -1.972812, -11.654534, NaN, -0.342279, 19.439512, NaN, -29.072844, -48.233682, 3.232709, -6.561632, 3.960274, -3.923849, -0.172375, -6.602770, -2.266363, -2.646988, -9.088747, -14.262983, -3.791596, -19.989121, -17.827749, 1.832867, NaN, -2.930614, -0.824630, 9.879744, 1.016860, 9.445035, 8.186971, 23.171441, -24.044538, 4.926119, NaN, 5.374396, -9.614924, 19.108353, 18.287846, -11.514863, 3.802819, -9.477793, 9.803726, 16.323690, 7.999019, -20.002426, -2.669370, -9.469899, -6.444915, -6.967727, -15.769623, 11.287973, -5.984179, -19.995345, -8.861895, NaN, 14.940566, 5.729645, 7.433192, 2.137830, NaN, -10.112568, -7.370895, -6.518103, 25.457596, NaN, 2.352835, 3.179963, 2.617360, 4.110185, -25.045905, -3.925908, 12.522476, NaN, -3.260536, 6.091443, 3.278111, -34.051891, NaN, 8.465309, 14.905433, -5.145036, -3.961368, -2.946648, H, I, H, I, NaN
-35.317438, -10.232801, 3.338363, 13.308368, -18.221637, -12.696003, 22.164372, NaN, NaN, 4.856749, -0.295280, NaN, -4.273790, 3.318913, 0.605097, -8.568990, 12.532050, -4.663066, NaN, -4.637102, -28.229554, -42.586644, NaN, -8.660434, NaN, NaN, NaN, -6.015146, -4.307682, 0.113348, -6.336731, -11.335496, -8.559455, -18.022002, -20.519482, 1.065985, -3.061448, -3.027182, -0.996712, 7.733992, -6.307274, 13.731388, 5.470983, 24.205674, -17.245110, -0.858179, -6.492733, 4.365474, -14.868672, 16.383218, 18.305629, -10.800842, -0.184817, -9.003066, 8.413020, 16.122496, 8.285228, -22.153480, NaN, -8.420829, -3.539591, -8.142425, -10.799486, 10.638320, -10.192902, -19.562218, -7.574619, -23.846691, 14.772005, NaN, 5.006540, NaN, 2.435983, -12.899037, -8.155110, -7.762021, 27.448432, -10.252992, NaN, NaN, 2.768774, 4.014112, -17.895821, -0.129616, 15.818597, NaN, -4.870417, 3.666390, 2.262268, NaN, -6.772303, 7.053620, 13.638302, -8.777343, -0.630762, NaN, G, I, G, I, H
24.416654, -13.827589, 7.876163, 12.876874, -17.320906, -17.865046, 20.033263, 3.736712, 6.096079, 2.587141, -5.151741, 15.625458, -3.099885, NaN, -1.175760, -8.142578, 15.742944, -3.520202, NaN, NaN, -26.360580, -49.382813, 11.176503, NaN, 2.570731, -4.391178, NaN, -7.182121, -0.206633, -6.341275, NaN, -11.928765, -8.721772, -18.192000, NaN, -0.712537, -3.631294, NaN, 2.557895, 8.604491, -5.123213, 13.223304, 10.653126, NaN, -14.391269, -2.477035, -9.071615, 2.190739, -10.681986, 15.890775, 19.597071, -12.838692, NaN, -11.102626, 11.150383, 18.559867, 7.963969, NaN, NaN, -6.749477, -4.409777, -5.748608, -12.425913, 11.438277, -7.540727, -21.339741, NaN, -23.675665, 17.984484, 1.591212, 4.280961, 4.914979, 4.500013, -8.601475, -6.900983, -11.500169, 27.217941, NaN, 4.648621, -2.960480, -0.688174, 6.592948, -20.945598, NaN, 16.078417, -10.056637, -5.811475, -0.214993, NaN, NaN, -6.402626, 6.045410, 11.838186, -10.070384, -0.785907, 2.242134, G, I, I, K, K
-15.445383, NaN, 10.616162, NaN, -14.691436, -13.615298, NaN, 6.655670, 10.771133, 7.400480, 0.626521, 19.807606, NaN, 8.785849, 2.653932, -3.312529, NaN, NaN, 21.182317, -2.636201, -26.198026, -41.436114, 12.357178, -4.831938, 5.452799, 0.534272, 7.559891, 2.229745, 4.094099, 3.630373, -1.972528, -8.515092, -4.865931, -11.457790, -15.349008, 6.765647, NaN, 1.300255, 3.796499, 12.354294, 5.258511, NaN, 12.429248, 24.510593, -13.968097, NaN, NaN, NaN, -3.675223, 16.489617, 25.458877, -3.542058, NaN, -3.353814, NaN, NaN, 10.190983, NaN, 3.494242, -3.767756, NaN, -1.244439, -4.322366, 16.894089, -1.723848, -19.054089, -1.972963, NaN, NaN, 9.343569, 9.415608, 7.030903, 11.072289, -7.952519, 1.155423, -2.762512, 33.351520, -2.958005, 11.468281, 3.329368, 1.668516, 9.791389, -18.491485, 8.105016, 23.302347, NaN, 4.953316, 7.855062, NaN, -27.423779, -0.243761, 11.704113, 20.018462, -4.024088, 3.220949, 3.834784, K, I, I, K, H
3.147207, -5.931686, NaN, 11.210353, -12.525540, -10.965582, 27.766479, 9.349361, 7.730156, 4.035410, -6.150399, 19.315665, -1.505813, NaN, 4.435158, -7.322763, 19.140529, -4.467139, 20.300103, NaN, NaN, -42.660552, 14.125493, NaN, 4.663717, -2.124432, 4.166136, -6.916868, 4.780330, NaN, NaN, -5.022540, NaN, -17.781395, -16.375867, NaN, -0.508507, -3.316388, NaN, 9.519144, 2.746178, 11.818375, 10.896736, 22.075614, -13.505876, 2.221680, -6.076851, 6.351195, NaN, 20.968553, 18.803287, -5.836219, 4.623623, NaN, 6.948928, 23.262529, 9.592618, -14.033939, 1.830773, -4.187689, 3.320185, -5.508256, -8.191829, 16.093920, -1.971859, -16.094364, -2.211098, NaN, 15.698269, 4.508672, 8.331859, 6.849085, 12.075714, -8.769475, -7.102521, -1.302554, 27.990657, -5.382381, NaN, 1.814785, -1.077060, 4.030950, -16.658531, 1.740151, 19.241702, -3.401500, 0.596499, 5.007078, 7.329934, NaN, -0.749988, 9.681155, NaN, -5.036806, 4.823195, 3.951177, NaN, H, G, K, J
20.460408, -6.469947, 3.488838, 14.368005, -16.573863, -13.860444, 24.760955, 6.348710, NaN, 6.036655, -4.111313, 16.523850, -4.787412, 5.598795, 0.470618, -5.763662, 18.572565, -1.669206, 18.801053, -5.112771, NaN, NaN, 11.144633, -9.302405, 0.676617, -2.927711, 0.756818, -6.987395, -3.010487, 0.013156, -7.689388, -9.466457, -9.734143, -18.062822, -19.090015, NaN, NaN, -2.493020, 0.142638, 10.337873, -0.818936, 11.215113, 3.973842, 22.029247, -18.318239, -3.583612, NaN, 5.934059, -12.791045, 14.207878, 17.061557, -8.106403, 0.992515, -12.278736, 8.168886, 22.845140, 9.367256, -13.235267, -1.356601, -6.872942, NaN, -5.480702, -10.027884, 12.444143, -7.009956, -18.867003, -9.772806, -21.028088, 16.261975, 7.050278, 9.432060, 6.798552, NaN, NaN, NaN, -5.465183, NaN, -4.113395, NaN, -2.321901, -4.962143, NaN, -19.270249, 4.493599, 16.540143, -8.968716, 0.152436, 0.329285, NaN, -27.316892, -5.254789, 8.169821, NaN, -2.560449, -0.092205, 1.850890, H, NaN, J, J, J
-34.537436, -5.423777, 4.429365, 15.256452, -18.757636, -18.650095, 21.531768, -1.387545, NaN, NaN, -1.798965, 13.543747, -2.602114, -1.417504, -2.806764, -10.241624, 11.721314, -5.758565, 17.655000, -5.736184, -30.907034, -47.430663, NaN, NaN, -0.900363, -8.956791, NaN, NaN, NaN, -6.537058, -10.836105, -15.054026, -8.707299, -19.079063, -18.057928, -1.422098, -5.352440, -4.226803, 0.759118, 4.773375, 0.630984, NaN, 6.431676, 21.491140, NaN, -1.870283, NaN, 5.497574, NaN, 13.439795, 14.225467, -11.842929, 2.693708, -10.528774, 3.833645, NaN, 7.338757, -18.574352, -0.094843, NaN, -4.328061, -9.318726, -14.836337, NaN, NaN, NaN, NaN, -22.481091, 12.753629, NaN, 6.129016, -0.471659, 3.686713, -14.894152, -2.042763, -9.843734, 25.261133, -9.380508, 2.436760, 1.894930, -4.113703, 5.255580, NaN, -0.548657, 13.767072, -11.896958, NaN, 1.158658, 3.837202, -34.028993, NaN, NaN, 14.576951, -9.932710, -3.681084, 0.455838, G, I, J, I, NaN
-13.482354, -6.153218, 4.348298, 12.846150, -18.789779, -16.409040, 21.247246, -1.208088, NaN, 0.738299, -6.046953, 16.489662, -3.030844, 5.790937, -3.478555, -5.842887, 14.306859, -4.288001, 16.137769, -2.497604, NaN, -39.800922, 8.508835, NaN, NaN, -4.546915, 2.569279, -4.069500, -0.246382, NaN, -12.418674, -11.920217, -6.252980, -19.598793, -19.294383, 2.197613, -3.525554, -2.867020, -1.961213, NaN, NaN, 11.828060, 10.131829, 18.494270, -20.649815, -2.935067, -4.713976, NaN, -10.867075, 10.576541, 19.660022, -13.194486, -0.458884, NaN, 5.984239, 19.817994, NaN, -18.371575, -3.069704, -8.842773, -5.754759, -5.251919, -12.234283, 11.984786, NaN, -17.292945, -5.339776, NaN, 15.878872, 4.233722, 7.483757, 4.434204, NaN, -12.947635, NaN, -9.142919, NaN, -13.296104, 5.830831, -1.747110, -3.494177, NaN, NaN, -2.427660, 16.996125, -11.802521, -2.544240, 1.126767, 4.052504, -32.310135, -4.087575, 6.761686, 14.390520, NaN, NaN, -1.897425, I, I, NaN, I, I
17.473847, -8.394065, -0.265494, 12.057547, -18.188448, -13.365944, 19.924450, 2.067951, NaN, 0.163345, -11.742848, NaN, -9.382867, 3.362665, NaN, -15.249665, 9.423597, -2.692269, 17.641598, -6.636737, -33.015683, -47.701653, 6.059772, -12.208181, -0.182187, -5.967790, -3.972438, -12.491417, -4.056021, -5.599933, NaN, -12.628837, -9.170704, -20.748313, NaN, -1.778945, -2.006391, -4.167774, NaN, 4.727469, -5.222305, 10.936148, 2.576262, 21.846702, NaN, NaN, -7.362229, 2.317405, -16.241367, 17.588780, 12.973581, -10.550953, -3.444772, -12.687611, 5.682048, 14.123225, 8.051679, -19.887857, 1.833162, -10.404928, -7.096097, -8.328283, -17.611348, 8.609771, NaN, NaN, -7.524053, -23.727836, 12.184583, 2.478480, NaN, -0.066584, 4.641997, NaN, -8.899285, -10.337579, 23.260503, -14.426464, 2.812300, -1.353242, -3.349677, 2.348720, -17.938818, -5.029665, 8.687961, -10.669923, -5.380247, -1.570692, -1.576536, -33.764353, -6.733171, 7.208351, 10.384042, -6.061497, -1.352212, -1.826206, NaN, I, NaN, NaN, J
0.400876, -3.840295, 7.526562, 13.792533, -11.204170, -13.079624, NaN, 4.113554, 6.978442, 4.482099, 0.958151, 19.435894, -1.851929, 7.675934, -0.950653, NaN, 17.539883, -2.371670, 18.297892, -2.360020, NaN, -42.857332, 13.020263, -6.817040, 3.881590, -4.293815, NaN, NaN, 1.777479, -1.500242, -5.819626, NaN, -4.706779, -14.709490, -18.333899, 2.205897, -1.803056, 1.116842, 7.479461, 11.117196, -0.905057, 14.323477, NaN, 24.571513, -15.144469, 0.548581, -4.011253, 5.499323, -9.810174, 17.747142, 24.871686, -7.484932, 1.151386, -4.119720, 8.510362, 25.091825, 9.185386, -13.939927, 3.299836, -3.727664, -0.657370, -0.605941, -9.765607, 18.014948, NaN, -14.185356, -3.712548, -19.919450, 19.376685, NaN, 8.988488, 5.196958, 10.094780, -9.932669, -1.723460, -3.879565, 31.379782, -6.409240, NaN, 3.208040, NaN, 7.142331, NaN, 2.460742, 18.617862, -5.059424, 3.696344, 7.981684, 5.477587, -28.196457, -1.648887, 11.518678, 13.021841, -5.598013, 1.894894, 3.935141, NaN, I, J, I, I
-7.976860, -9.430230, 2.056374, 12.368760, -24.066336, -15.736132, 20.713724, 5.233605, 5.880713, NaN, -5.945684, 13.390226, -8.933463, 2.502570, -3.051068, -8.576912, 13.080717, -5.012936, 16.807670, -3.923427, -32.134617, -46.303179, NaN, -10.128366, -3.465860, -10.592004, -0.034564, NaN, -2.848792, -1.439949, -11.919908, -12.112776, -6.554603, -19.574422, -20.197684, -2.343443, NaN, NaN, -3.429179, 6.749176, NaN, 9.140111, 5.596351, NaN, -25.284403, -2.810612, -9.675524, 4.200451, NaN, 15.164520, 14.789719, -12.497920, -1.237044, -9.009275, NaN, 19.561604, NaN, -19.922007, -3.084492, NaN, NaN, -7.822165, -14.702976, 9.345840, -3.726647, -20.914609, -8.779950, -26.204239, 13.605025, 2.498507, 6.398399, -1.455601, 1.447107, -13.683748, -9.787277, -10.176699, 24.653843, -11.397168, NaN, -3.537053, -4.262940, NaN, NaN, -3.876642, 11.694577, -10.078238, -5.748961, NaN, 0.260820, -35.106941, NaN, NaN, 10.215011, NaN, -1.128035, -3.405706, K, I, J, G, H
35.420900, -12.557371, NaN, 7.282246, NaN, -17.409542, 21.147511, 2.481557, 2.670190, 0.122570, -5.357417, 13.635953, -2.446613, 2.292868, NaN, -9.387241, 10.559782, -6.063765, 13.817786, -5.188303, -29.047477, -49.091633, 9.193465, NaN, 4.441970, -10.691362, NaN, -7.965683, -2.958428, -2.658713, -11.440435, -11.134086, -9.864201, -22.555658, -21.274719, -0.742987, -5.932411, NaN, 0.769214, 6.343361, -4.147564, NaN, 8.614578, 14.768190, -24.057086, -1.956909, -11.482932, -0.398529, -13.097488, NaN, 16.301380, -10.650284, 0.306485, -10.208026, 8.499415, 21.539988, NaN, -18.510157, -3.619756, -9.637209, NaN, NaN, NaN, 11.400714, -6.669034, NaN, NaN, -23.381022, 13.944278, -0.718292, 6.664757, 1.436172, NaN, -12.081199, NaN, -8.577239, 22.757728, -8.049175, 3.486175, -5.156484, -3.781398, 2.092068, -21.067635, -6.149543, 11.766860, -9.367294, -6.062574, 0.002669, 0.787417, -36.836963, -9.155720, -0.026005, 8.095787, -9.136830, 0.506049, 2.247317, H, H, I, I, J
3.750164, -3.687054, 4.569769, 10.344829, -16.374037, -9.608645, 20.052589, 2.481459, 5.505521, -1.684192, -5.258333, 18.586788, -3.026509, NaN, 0.147067, -8.992916, 12.174910, -3.503597, 19.903489, -2.888728, -26.598594, NaN, 11.939091, -11.747698, 3.072182, -1.862606, 0.381994, NaN, 1.804487, -1.140410, -5.966929, -6.877437, -2.934041, -18.923326, -20.084921, 0.361896, NaN, -0.573536, NaN, 14.054191, -3.784727, 12.498793, NaN, NaN, -16.540755, -1.471463, -2.034811, NaN, -13.522889, 18.880070, 20.683898, -10.416322, 1.488143, -3.187355, NaN, 19.048894, 8.940095, -18.878873, 0.430313, -6.088007, -4.547250, -0.910798, NaN, 15.282332, NaN, -14.490261, -1.780488, -21.014852, 15.478552, 5.281100, 8.327302, 3.981621, 7.390521, -8.308578, -7.328536, NaN, 31.287778, NaN, 9.746255, 2.629933, 1.189714, 6.659646, NaN, -4.562439, 18.925743, NaN, -0.662072, 2.579907, NaN, -33.986629, -4.077563, 7.351347, 15.032705, -7.188028, -0.453029, 1.353680, J, H, G, K, K
47.367023, -3.514129, 5.608287, 16.659332, -18.447139, NaN, 25.568226, 4.985189, NaN, 3.470571, NaN, 16.995534, -0.887923, 5.781529, 1.631933, NaN, 18.966248, -2.864681, 21.401653, -5.898638, -28.307383, -46.500902, NaN, -8.377208, 3.522331, -5.018675, 2.080836, -7.696544, NaN, -2.932431, -4.851607, NaN, -8.088729, -13.019352, -16.683915, -2.798542, -3.046104, -1.749567, NaN, 7.428709, -0.991708, 14.550148, 8.688439, 23.104207, -16.571476, 2.560025, -4.864184, 6.040055, -11.527919, 18.508930, 18.597077, -5.349158, 2.349348, -9.424357, 8.329237, 20.146044, 7.758255, -15.268352, NaN, -5.235447, 3.050550, -2.671845, -10.064198, 13.283473, -4.643445, -20.527833, -9.340278, -21.313777, 14.342384, NaN, NaN, 2.320671, 8.429234, -10.906800, NaN, -4.541180, 26.669083, -10.208297, 7.398661, 5.435228, NaN, 3.955477, -21.227732, 3.775492, 13.200878, -6.049866, 0.050525, 3.418098, NaN, -26.608548, -8.332937, 9.467910, 16.133972, -4.993935, 3.796126, 3.213263, NaN, NaN, J, H, K
-67.820628, -5.172696, NaN, 13.720242, -17.394333, -11.608401, 27.361509, 2.146896, 4.748486, 9.791346, -1.486624, 12.334805, -1.375232, 6.948931, 0.497652, -4.581678, 17.898063, -5.717538, 18.022159, -4.350725, -26.823910, -42.887409, 12.778472, -9.937682, 0.789612, -4.508818, 3.362263, -2.982966, 2.721856, -4.567064, -8.262039, NaN, -5.581726, -15.339594, -14.154256, 2.750022, -3.491004, -0.197070, 1.641231, NaN, 0.631768, NaN, 10.943776, 22.333345, NaN, -2.634795, -6.463935, NaN, -7.360546, 16.278612, 16.695694, NaN, NaN, -9.674078, 7.382255, 20.828226, 8.866768, -16.364635, -2.009065, -5.485299, -2.272956, -10.844020, NaN, 9.336397, NaN, NaN, -8.371227, -23.452671, 17.914965, 7.473231, 6.644369, 2.547247, 5.257375, -14.126802, NaN, -6.657377, 26.715126, NaN, 3.534840, NaN, -1.996712, 4.931963, NaN, 2.697059, 15.568420, -5.570491, -2.583630, 0.755987, 4.722025, -24.734686, NaN, 5.602911, 9.152880, -8.621370, 2.289277, -0.011575, H, I, G, H, H
0.278023, NaN, 3.639445, 12.004993, -18.115700, -13.318329, 24.875600, 3.379433, 4.757035, 2.427278, -5.288929, 12.935104, NaN, NaN, -3.663802, NaN, 17.022181, NaN, 19.386748, -6.975013, NaN, -48.106578, 9.107053, -11.270338, 1.843017, -7.494489, -2.417253, -6.472583, 1.863391, 1.151877, -9.682977, NaN, -8.010707, NaN, -21.889093, -1.375402, -7.318971, -4.011397, -1.084260, 7.245570, -0.701819, 9.031277, NaN, 18.680381, -22.676929, 1.866654, -4.681443, 2.098861, -12.797529, 15.352560, 15.730567, -5.073683, 2.141759, -8.873748, 7.357850, 22.169844, NaN, NaN, -4.884227, -3.937318, -3.003621, NaN, -10.460603, 10.111088, -8.517202, -19.664542, -7.042967, NaN, 16.459929, 1.807587, NaN, 2.978781, 3.860376, -12.035822, -9.897774, NaN, NaN, -8.663286, 2.614427, -0.572445, -6.104579, 3.316238, -17.831540, -2.898856, 18.673644, -6.323692, NaN, 3.450045, 2.393597, -33.083330, -3.416859, 3.488993, 14.289806, -5.542402, -1.705282, 2.163727, NaN, I, K, K, H
68.474442, NaN, 0.607390, 13.926776, NaN, -18.549064, 24.403069, 3.313640, 3.596511, 4.192910, -7.896056, 10.942892, NaN, -2.377952, -4.541617, -10.955635, 10.991292, -7.473519, 15.357760, -4.419382, -37.261522, -47.299263, NaN, -16.805263, -4.833761, -14.664241, NaN, NaN, -8.821224, 1.082294, -11.028842, NaN, NaN, -23.611319, -19.930487, -3.398220, -4.754291, -7.333479, -3.186313, NaN, NaN, NaN, 1.692338, 14.507725, -30.664854, -6.733886, -15.131204, 2.339267, -13.029695, 12.746867, 12.282427, -11.655127, -5.522777, NaN, NaN, 18.097023, 7.115755, NaN, -4.295022, -8.807457, -2.146133, -9.109490, NaN, 8.844567, NaN, -24.007121, -6.542217, -25.844589, NaN, NaN, 8.922981, -0.772746, -1.573232, NaN, -8.582043, -9.808281, 19.990151, NaN, -1.797840, -7.380488, -10.278313, 0.877013, NaN, -1.542786, 14.141622, -14.591128, -4.281644, -0.551916, -0.896899, -35.964818, NaN, 6.114362, 6.943624, -6.940807, -4.267675, -5.391828, NaN, I, J, H, J
21.620299, -7.421212, 4.721454, 10.983090, -18.765915, -14.852324, 23.680197, 4.277369, 4.665428, 0.794222, -4.462022, 17.839104, -4.461878, 6.823229, 1.669440, -10.501024, NaN, -5.505371, NaN, -3.036588, -27.267748, -46.587200, 11.705764, -10.687002, 3.329690, NaN, -2.230828, NaN, -0.388010, -3.828559, -9.319951, -10.178733, NaN, -19.231548, -21.073455, NaN, NaN, NaN, NaN, 8.296143, -4.936070, NaN, 7.047963, NaN, -16.222601, 0.013452, -6.677348, 3.307320, -12.341914, 19.093216, 22.442229, -10.510128, -1.056629, -7.794476, NaN, 19.000891, 7.095447, -16.535606, 3.814213, -7.222272, -0.927023, -2.223270, -9.086452, 11.171011, -6.268630, -19.803841, -4.874569, -19.817080, 15.546729, 6.253698, 4.571979, 2.840737, NaN, -11.068745, -4.616984, -4.951707, 30.892365, -9.795630, 5.947311, 0.316844, 2.960572, 2.871396, -21.879193, 1.364946, 15.449527, -6.068071, 1.160437, 4.238653, 1.575510, NaN, -5.032407, 13.406027, NaN, -6.670676, NaN, -0.398572, H, H, NaN, I, J
